nome;uf;cod_tse;cod_ibge
OSCAR BRESSANE;SP;67911;3534500
OSVALDO CRUZ;SP;67938;3534609
OSÓRIO;RS;87734;4313508
OTACÍLIO COSTA;SC;83976;4211751
OURICURI;PE;24970;2609907
OURILÂNDIA DO NORTE;PA;5959;1505437
OURINHOS;SP;67954;3534708
OURIZONA;PR;77291;4117404
OURIÇANGAS;BA;37672;2923308
OURO BRANCO;AL;28215;2706109
OURO BRANCO;MG;49174;3145901
OURO BRANCO;RN;17698;2408508
OURO FINO;MG;49190;3146008
OURO PRETO DO OESTE;RO;175;1100155
OURO PRETO;MG;49212;3146107
OURO VELHO;PB;21130;2510600
OURO VERDE DE GOIÁS;GO;95052;5215405
OURO VERDE DE MINAS;MG;49239;3146206
OURO VERDE DO OESTE;PR;74063;4117453
OURO VERDE;SC;80845;4211850
OURO VERDE;SP;67970;3534807
OUROESTE;SP;62383;3534757
OUROLÂNDIA;BA;37680;2923357
OURO;SC;82317;4211801
OURÉM;PA;5070;1505403
OUVIDOR;GO;95079;5215504
PACAEMBU;SP;67997;3534906
PACAJUS;CE;14931;2309607
PACAJÁ;PA;5916;1505486
PACARAIMA;RR;3123;1400456
PACATUBA;CE;14958;2309706
PACATUBA;SE;31976;2804904
PACOTI;CE;14974;2309805
PACUJÁ;CE;14990;2309904
PADRE BERNARDO;GO;95095;5215603
PADRE CARVALHO;MG;41262;3146255
PADRE MARCOS;PI;11436;2207207
PADRE PARAÍSO;MG;49255;3146305
PAES LANDIM;PI;11452;2207306
PAI PEDRO;MG;41289;3146552
PAIAL;SC;81442;4211876
PAIM FILHO;RS;87750;4313607
PAINEIRAS;MG;49271;3146404
PAINEL;SC;81264;4211892
PAINS;MG;49298;3146503
PAIVA;MG;49310;3146602
PAIÇANDU;PR;77313;4117503
PAJEÚ DO PIAUÍ;PI;12262;2207355
PALESTINA DE GOIÁS;GO;92460;5215652
PALESTINA DO PARÁ;PA;4162;1505494
PALESTINA;AL;28231;2706208
PALESTINA;SP;68012;3535002
PALHANO;CE;15016;2310001
PALHOÇA;SC;82333;4211900
PALMA SOLA;SC;82350;4212007
PALMARES DO SUL;RS;89672;4313656
PALMARES PAULISTA;SP;68039;3535101
PALMARES;PE;24996;2610004
PALMAS DE MONTE ALTO;BA;37699;2923407
PALMAS;PR;77330;4117602
PALMAS;TO;73440;1721000
PALMA;MG;49336;3146701
PALMEIRA D'OESTE;SP;68055;3535200
PALMEIRA DAS MISSÕES;RS;87777;4313706
PALMEIRA DO PIAUÍ;PI;11479;2207405
PALMEIRA DOS ÍNDIOS;AL;28258;2706307
PALMEIRAIS;PI;11495;2207504
PALMEIRANTE;TO;73083;1715705
PALMEIRAS DE GOIÁS;GO;95117;5215702
PALMEIRAS DO TOCANTINS;TO;73040;1713809
PALMEIRAS;BA;37710;2923506
PALMEIRA;PR;77356;4117701
PALMEIRA;SC;81566;4212056
PALMEIRINA;PE;25011;2610103
PALMEIRÂNDIA;MA;8516;2107605
PALMEIRÓPOLIS;TO;96490;1715754
PALMELO;GO;95133;5215801
PALMINÓPOLIS;GO;95150;5215900
PALMITAL;PR;77372;4117800
PALMITAL;SP;68071;3535309
PALMITINHO;RS;87793;4313805
PALMITOS;SC;82376;4212106
PALMÁCIA;CE;15032;2310100
PALMÓPOLIS;MG;40525;3146750
PALOTINA;PR;77399;4117909
PANAMBI;RS;87815;4313904
PANAMÁ;GO;95176;5216007
PANCAS;ES;56790;3204005
PANELAS;PE;25038;2610202
PANORAMA;SP;68098;3535408
PANTANO GRANDE;RS;84980;4313953
PAPAGAIOS;MG;49379;3146909
PAPANDUVA;SC;82392;4212205
PAQUETÁ;PI;10944;2207553
PARACAMBI;RJ;58718;3303609
PARACATU;MG;49395;3147006
PARACURU;CE;15059;2310209
PARAGOMINAS;PA;5096;1505502
PARAGUAÇU PAULISTA;SP;68110;3535507
PARAGUAÇU;MG;49433;3147204
PARAIBANO;MA;8532;2107704
PARAIBUNA;SP;68136;3535606
PARAIPABA;CE;15997;2310258
PARAISÓPOLIS;MG;49450;3147303
PARAMBU;CE;15075;2310308
PARAMIRIM;BA;37737;2923605
PARAMOTI;CE;15091;2310407
PARANACITY;PR;77437;4118105
PARANAGUÁ;PR;77453;4118204
PARANAIGUARA;GO;94552;5216304
PARANAPANEMA;SP;68179;3535804
PARANAPOEMA;PR;77470;4118303
PARANAPUÃ;SP;68195;3535903
PARANATAMA;PE;25054;2610301
PARANATINGA;MT;89834;5106307
PARANAVAÍ;PR;77496;4118402
PARANAÍBA;MS;91251;5006309
PARANAÍTA;MT;98833;5106299
PARANHOS;MS;91847;5006358
PARANÁ;RN;17710;2408607
PARANÃ;TO;95214;1716208
PARAOPEBA;MG;49476;3147402
PARAPUÃ;SP;68217;3536000
PARARI;PB;19720;2510659
PARATINGA;BA;37753;2923704
PARATY;RJ;58750;3303807
PARAUAPEBAS;PA;5835;1505536
PARAZINHO;RN;17752;2408805
PARAÍBA DO SUL;RJ;58734;3303708
PARAÍSO DAS ÁGUAS;MS;55050;5006275
PARAÍSO DO NORTE;PR;77410;4118006
PARAÍSO DO SUL;RS;85987;4314027
PARAÍSO DO TOCANTINS;TO;95192;1716109
PARAÍSO;SC;80705;4212239
PARAÍSO;SP;68152;3535705
PARAÍ;RS;87831;4314001
PARAÚNA;GO;95230;5216403
PARAÚ;RN;17736;2408706
PARDINHO;SP;68233;3536109
PARECI NOVO;RS;87327;4314035
PARECIS;RO;701;1101450
PARELHAS;RN;17779;2408904
PARICONHA;AL;27022;2706422
PARINTINS;AM;2690;1303403
PARIPIRANGA;BA;37770;2923803
PARIPUEIRA;AL;27006;2706448
PARIQUERA-AÇU;SP;68250;3536208
PARISI;SP;61824;3536257
PARNAGUÁ;PI;11517;2207603
PARNAMIRIM;PE;25070;2610400
PARNAMIRIM;RN;17795;2403251
PARNARAMA;MA;8559;2107803
PARNAÍBA;PI;11533;2207702
PAROBÉ;RS;98256;4314050
PARÁ DE MINAS;MG;49417;3147105
PASSA E FICA;RN;17817;2409100
PASSA QUATRO;MG;49514;3147600
PASSA SETE;RS;88889;4314068
PASSA TEMPO;MG;49530;3147709
PASSA VINTE;MG;49557;3147808
PASSABÉM;MG;49492;3147501
PASSAGEM FRANCA DO PIAUÍ;PI;10405;2207751
PASSAGEM FRANCA;MA;8575;2107902
PASSAGEM;PB;21156;2510709
PASSAGEM;RN;17833;2409209
PASSIRA;PE;25097;2610509
PASSO DE CAMARAGIBE;AL;28290;2706505
PASSO DE TORRES;SC;80403;4212254
PASSO DO SOBRADO;RS;87343;4314076
PASSO FUNDO;RS;87858;4314100
PASSOS MAIA;SC;80624;4212270
PASSOS;MG;49573;3147907
PASTOS BONS;MA;8591;2108009
PATIS;MG;41300;3147956
PATO BRAGADO;PR;74624;4118451
PATO BRANCO;PR;77518;4118501
PATOS DE MINAS;MG;49590;3148004
PATOS DO PIAUÍ;PI;10383;2207777
PATOS;PB;21172;2510808
PATROCÍNIO DO MURIAÉ;MG;49638;3148202
PATROCÍNIO PAULISTA;SP;68276;3536307
PATROCÍNIO;MG;49611;3148103
PATU;RN;17850;2409308
PATY DO ALFERES;RJ;59315;3303856
PAU BRASIL;BA;37796;2923902
PAU D'ARCO DO PIAUÍ;PI;12718;2207793
PAU D'ARCO;PA;4308;1505551
PAU D'ARCO;TO;73261;1716307
PAU DOS FERROS;RN;17876;2409407
PAUDALHO;PE;25119;2610608
PAUINI;AM;2712;1303502
PAULA CÂNDIDO;MG;49654;3148301
PAULA FREITAS;PR;77534;4118600
PAULICÉIA;SP;68292;3536406
PAULINO NEVES;MA;8044;2108058
PAULISTANA;PI;11550;2207801
PAULISTAS;MG;49670;3148400
PAULISTA;PB;21199;2510907
PAULISTA;PE;25135;2610707
PAULISTÂNIA;SP;62405;3536570
PAULO AFONSO;BA;37818;2924009
PAULO BENTO;RS;89346;4314134
PAULO DE FARIA;SP;68330;3536604
PAULO FRONTIN;PR;77550;4118709
PAULO JACINTO;AL;28312;2706604
PAULO LOPES;SC;82414;4212304
PAULO RAMOS;MA;9598;2108108
PAULÍNIA;SP;68314;3536505
PAVERAMA;RS;85146;4314159
PAVUSSU;PI;12289;2207850
PAVÃO;MG;49697;3148509
PAÇO DO LUMIAR;MA;8494;2107506
PEABIRU;PR;77577;4118808
PEDERNEIRAS;SP;68357;3536703
PEDRA AZUL;MG;49735;3148707
PEDRA BELA;SP;68373;3536802
PEDRA BONITA;MG;41327;3148756
PEDRA BRANCA;CE;15113;2310506
PEDRA BRANCA;PB;21210;2511004
PEDRA DO ANTA;MG;49751;3148806
PEDRA DO INDAIÁ;MG;49778;3148905
PEDRA DOURADA;MG;49794;3149002
PEDRA GRANDE;RN;17892;2409506
PEDRA LAVRADA;PB;21237;2511103
PEDRA MOLE;SE;31992;2805000
PEDRA PRETA;MT;91812;5106372
PEDRA PRETA;RN;17914;2409605
PEDRALVA;MG;49816;3149101
PEDRANÓPOLIS;SP;68390;3536901
PEDRAS ALTAS;RS;89567;4314175
PEDRAS DE FOGO;PB;21253;2511202
PEDRAS DE MARIA DA CRUZ;MG;40541;3149150
PEDRAS GRANDES;SC;82430;4212403
PEDRA;PE;25151;2610806
PEDREGULHO;SP;68411;3537008
PEDREIRAS;MA;8613;2108207
PEDREIRA;SP;68438;3537107
PEDRINHAS PAULISTA;SP;61247;3537156
PEDRINHAS;SE;32018;2805109
PEDRINÓPOLIS;MG;49832;3149200
PEDRO AFONSO;TO;95257;1716505
PEDRO ALEXANDRE;BA;37850;2924207
PEDRO AVELINO;RN;17930;2409704
PEDRO CANÁRIO;ES;57150;3204054
PEDRO DE TOLEDO;SP;68454;3537206
PEDRO DO ROSÁRIO;MA;8060;2108256
PEDRO GOMES;MS;91278;5006408
PEDRO II;PI;11576;2207900
PEDRO LAURENTINO;PI;12491;2207934
PEDRO LEOPOLDO;MG;49859;3149309
PEDRO OSÓRIO;RS;87874;4314209
PEDRO RÉGIS;PB;19747;2512721
PEDRO TEIXEIRA;MG;49875;3149408
PEDRO VELHO;RN;17957;2409803
PEDRÃO;BA;37834;2924108
PEIXE-BOI;PA;5118;1505601
PEIXE;TO;95273;1716604
PEIXOTO DE AZEVEDO;MT;98817;5106422
PEJUÇARA;RS;87890;4314308
PELOTAS;RS;87912;4314407
PENAFORTE;CE;15130;2310605
PENALVA;MA;8630;2108306
PENDÊNCIAS;RN;17973;2409902
PENEDO;AL;28339;2706703
PENHA;SC;82457;4212502
PENTECOSTE;CE;15156;2310704
PENÁPOLIS;SP;68470;3537305
PEQUERI;MG;49891;3149507
PEQUIZEIRO;TO;92487;1716653
PEQUI;MG;49913;3149606
PERDIGÃO;MG;49930;3149705
PERDIZES;MG;49956;3149804
PERDÕES;MG;49972;3149903
PEREIRA BARRETO;SP;68497;3537404
PEREIRAS;SP;68519;3537503
PEREIRO;CE;15172;2310803
PERI MIRIM;MA;8656;2108405
PERIQUITO;MG;40568;3149952
PERITIBA;SC;82473;4212601
PERITORÓ;MA;8087;2108454
PEROBAL;PR;75507;4118857
PEROLÂNDIA;GO;93068;5216452
PERUÍBE;SP;68535;3537602
PESCADOR;MG;49999;3150000
PESCARIA BRAVA;SC;83925;4212650
PESQUEIRA;PE;25178;2610905
PETROLINA DE GOIÁS;GO;95311;5216809
PETROLINA;PE;25216;2611101
PETROLÂNDIA;PE;25194;2611002
PETROLÂNDIA;SC;82490;4212700
PETRÓPOLIS;RJ;58777;3303906
PEÇANHA;MG;49719;3148608
PIACATU;SP;68551;3537701
PIANCÓ;PB;21270;2511301
PIATÃ;BA;37877;2924306
PIAU;MG;50016;3150109
PIAÇABUÇU;AL;28355;2706802
PICADA CAFÉ;RS;87360;4314423
PICOS;PI;11592;2208007
PICUÍ;PB;21296;2511400
PIEDADE DE CARATINGA;MG;41343;3150158
PIEDADE DE PONTE NOVA;MG;50032;3150208
PIEDADE DO RIO GRANDE;MG;50059;3150307
PIEDADE DOS GERAIS;MG;50075;3150406
PIEDADE;SP;68578;3537800
PILAR DE GOIÁS;GO;95354;5216908
PILAR DO SUL;SP;68594;3537909
PILAR;AL;28371;2706901
PILAR;PB;21318;2511509
PILÃO ARCADO;BA;37893;2924405
PILÕES;PB;21334;2511608
PILÕES;RN;17990;2410009
PILÕEZINHOS;PB;21350;2511707
PIMENTA BUENO;RO;116;1100189
PIMENTA;MG;50091;3150505
PIMENTEIRAS DO OESTE;RO;787;1101468
PIMENTEIRAS;PI;11614;2208106
PINDAMONHANGABA;SP;68616;3538006
PINDARÉ-MIRIM;MA;8672;2108504
PINDAÍ;BA;37915;2924504
PINDOBA;AL;28398;2707008
PINDOBAÇU;BA;37931;2924603
PINDORAMA DO TOCANTINS;TO;95370;1717008
PINDORAMA;SP;68632;3538105
PINDORETAMA;CE;13285;2310852
PINGO D'ÁGUA;MG;41360;3150539
PINHAIS;PR;75043;4119152
PINHAL DA SERRA;RS;89362;4314464
PINHAL DE SÃO BENTO;PR;74640;4119251
PINHAL GRANDE;RS;87386;4314472
PINHALZINHO;SC;82538;4212908
PINHALZINHO;SP;68675;3538204
PINHAL;RS;85340;4314456
PINHALÃO;PR;77631;4119202
PINHEIRAL;RJ;58246;3303955
PINHEIRINHO DO VALE;RS;87408;4314498
PINHEIRO MACHADO;RS;87939;4314506
PINHEIRO PRETO;SC;82554;4213005
PINHEIROS;ES;56812;3204104
PINHEIRO;MA;8699;2108603
PINHÃO;PR;77658;4119301
PINHÃO;SE;32034;2805208
PINTADAS;BA;39837;2924652
PINTO BANDEIRA;RS;89540;4314548
PINTÓPOLIS;MG;41386;3150570
PIO IX;PI;11630;2208205
PIO XII;MA;8710;2108702
PIQUEROBI;SP;68691;3538303
PIQUET CARNEIRO;CE;15199;2310902
PIQUETE;SP;68713;3538501
PIRACAIA;SP;68730;3538600
PIRACANJUBA;GO;95397;5217104
PIRACEMA;MG;50113;3150604
PIRACICABA;SP;68756;3538709
PIRACURUCA;PI;11657;2208304
PIRAJUBA;MG;50130;3150703
PIRAJU;SP;68772;3538808
PIRAJUÍ;SP;68799;3538907
PIRAMBU;SE;32050;2805307
PIRANGA;MG;50156;3150802
PIRANGI;SP;68810;3539004
PIRANGUINHO;MG;50199;3151008
PIRANGUÇU;MG;50172;3150901
PIRANHAS;AL;28410;2707107
PIRANHAS;GO;95419;5217203
PIRAPEMAS;MA;8737;2108801
PIRAPETINGA;MG;50210;3151107
PIRAPORA DO BOM JESUS;SP;68837;3539103
PIRAPORA;MG;50237;3151206
PIRAPOZINHO;SP;68853;3539202
PIRAPÓ;RS;84778;4314555
PIRAQUARA;PR;77690;4119509
PIRAQUÊ;TO;73016;1717206
PIRASSUNUNGA;SP;68870;3539301
PIRATININGA;SP;68896;3539400
PIRATINI;RS;87955;4314605
PIRATUBA;SC;82570;4213104
PIRAÍ DO NORTE;BA;37940;2924678
PIRAÍ DO SUL;PR;77674;4119400
PIRAÍ;RJ;58793;3304003
PIRAÚBA;MG;50253;3151305
PIRENÓPOLIS;GO;95435;5217302
PIRES DO RIO;GO;95451;5217401
PIRES FERREIRA;CE;13048;2310951
PIRIPIRI;PI;11673;2208403
PIRIPÁ;BA;37958;2924702
PIRITIBA;BA;37974;2924801
PIRPIRITUBA;PB;21377;2511806
PITANGA;PR;77712;4119608
PITANGUEIRAS;PR;74667;4119657
PITANGUEIRAS;SP;68918;3539509
PITANGUI;MG;50270;3151404
PITIMBU;PB;21393;2511905
PIUMHI;MG;50296;3151503
PIUM;TO;95478;1717503
PIÇARRA;PA;4782;1505635
PIÊN;PR;77615;4119103
PIÚMA;ES;56839;3204203
PLACAS;PA;4626;1505650
PLANALTINA DO PARANÁ;PR;77739;4119707
PLANALTINA;GO;95958;5217609
PLANALTINO;BA;37990;2924900
PLANALTO ALEGRE;SC;80543;4213153
PLANALTO DA SERRA;MT;90344;5106455
PLANALTO;BA;38016;2925006
PLANALTO;PR;77755;4119806
PLANALTO;RS;87971;4314704
PLANALTO;SP;68934;3539608
PLANURA;MG;50318;3151602
PLATINA;SP;68950;3539707
PLÁCIDO DE CASTRO;AC;1511;1200385
POCINHOS;PB;21415;2512002
POCONÉ;MT;91294;5106505
POCRANE;MG;50377;3151909
POJUCA;BA;38059;2925204
POLONI;SP;68993;3539905
POMBAL;PB;21431;2512101
POMBOS;PE;25259;2611309
POMERODE;SC;82597;4213203
POMPÉIA;SP;69019;3540002
POMPÉU;MG;50393;3152006
PONGAÍ;SP;69035;3540101
PONTA DE PEDRAS;PA;5134;1505700
PONTA GROSSA;PR;77771;4119905
PONTA PORÃ;MS;91316;5006606
PONTAL DO ARAGUAIA;MT;90700;5106653
PONTAL DO PARANÁ;PR;75523;4119954
PONTALINA;GO;95494;5217708
PONTALINDA;SP;61808;3540259
PONTAL;SP;69051;3540200
PONTE ALTA DO BOM JESUS;TO;95516;1717800
PONTE ALTA DO NORTE;SC;80926;4213351
PONTE ALTA DO TOCANTINS;TO;95532;1717909
PONTE ALTA;SC;82619;4213302
PONTE BRANCA;MT;91332;5106703
PONTE NOVA;MG;50415;3152105
PONTE PRETA;RS;87440;4314787
PONTE SERRADA;SC;82635;4213401
PONTES E LACERDA;MT;89990;5106752
PONTES GESTAL;SP;69078;3540309
PONTO BELO;ES;56200;3204252
PONTO CHIQUE;MG;41408;3152131
PONTO DOS VOLANTES;MG;40584;3152170
PONTO NOVO;BA;38067;2925253
PONTÃO;RS;87424;4314779
POPULINA;SP;69094;3540408
PORANGABA;SP;69116;3540507
PORANGATU;GO;95559;5218003
PORANGA;CE;15210;2311009
PORCIÚNCULA;RJ;58815;3304102
PORECATU;PR;77798;4120002
PORTALEGRE;RN;18031;2410207
PORTEIRAS;CE;15237;2311108
PORTEIRINHA;MG;50431;3152204
PORTEIRÃO;GO;93424;5218052
PORTEL;PA;5150;1505809
PORTELÂNDIA;GO;95575;5218102
PORTO ACRE;AC;1023;1200807
PORTO ALEGRE DO NORTE;MT;98850;5106778
PORTO ALEGRE DO PIAUÍ;PI;12599;2208551
PORTO ALEGRE DO TOCANTINS;TO;92509;1718006
PORTO ALEGRE;RS;88013;4314902
PORTO AMAZONAS;PR;77810;4120101
PORTO BARREIRO;PR;75540;4120150
PORTO BELO;SC;82651;4213500
PORTO CALVO;AL;28452;2707305
PORTO DA FOLHA;SE;32115;2805604
PORTO DE MOZ;PA;5177;1505908
PORTO DE PEDRAS;AL;28479;2707404
PORTO DO MANGUE;RN;16284;2410256
PORTO DOS GAÚCHOS;MT;91359;5106802
PORTO ESPERIDIÃO;MT;98876;5106828
PORTO ESTRELA;MT;90182;5106851
PORTO FELIZ;SP;69132;3540606
PORTO FERREIRA;SP;69159;3540705
PORTO FIRME;MG;50458;3152303
PORTO FRANCO;MA;8770;2109007
PORTO GRANDE;AP;6025;1600535
PORTO LUCENA;RS;88030;4315008
PORTO MAUÁ;RS;87467;4315057
PORTO MURTINHO;MS;91375;5006903
PORTO NACIONAL;TO;95591;1718204
PORTO REAL DO COLÉGIO;AL;28495;2707503
PORTO REAL;RJ;58327;3304110
PORTO RICO DO MARANHÃO;MA;8109;2109056
PORTO RICO;PR;77836;4120200
PORTO SEGURO;BA;38075;2925303
PORTO UNIÃO;SC;82678;4213609
PORTO VELHO;RO;35;1100205
PORTO VERA CRUZ;RS;87483;4315073
PORTO VITÓRIA;PR;77852;4120309
PORTO WALTER;AC;1066;1200393
PORTO XAVIER;RS;88056;4315107
PORTO;PI;11690;2208502
PORTÃO;RS;87998;4314803
POSSE;GO;95613;5218300
POTENGI;CE;15253;2311207
POTIM;SP;61565;3540754
POTIRAGUÁ;BA;38091;2925402
POTIRENDABA;SP;69175;3540804
POTIRETAMA;CE;13269;2311231
POTÉ;MG;50474;3152402
POUSO ALEGRE;MG;50490;3152501
POUSO ALTO;MG;50512;3152600
POUSO NOVO;RS;85421;4315131
POUSO REDONDO;SC;82694;4213708
POXORÉU;MT;91391;5107008
POÁ;SP;68977;3539806
POÇO BRANCO;RN;18015;2410108
POÇO DANTAS;PB;19640;2512036
POÇO DAS ANTAS;RS;86126;4314753
POÇO DAS TRINCHEIRAS;AL;28436;2707206
POÇO DE JOSÉ DE MOURA;PB;19526;2512077
POÇO FUNDO;MG;50334;3151701
POÇO REDONDO;SE;32077;2805406
POÇO VERDE;SE;32093;2805505
POÇOS DE CALDAS;MG;50350;3151800
POÇÃO DE PEDRAS;MA;8753;2108900
POÇÃO;PE;25232;2611200
POÇÕES;BA;38032;2925105
PRACINHA;SP;62120;3540853
PRACUÚBA;AP;6009;1600550
PRADO FERREIRA;PR;75566;4120333
PRADOS;MG;50539;3152709
PRADO;BA;38113;2925501
PRADÓPOLIS;SP;69191;3540903
PRAIA GRANDE;SC;82716;4213807
PRAIA GRANDE;SP;69213;3541000
PRAIA NORTE;TO;92525;1718303
PRAINHA;PA;5193;1506005
PRANCHITA;PR;79910;4120358
PRATA DO PIAUÍ;PI;11711;2208601
PRATA;MG;50555;3152808
PRATA;PB;21458;2512200
PRATINHA;MG;50598;3153004
PRATÁPOLIS;MG;50571;3152907
PRATÂNIA;SP;62146;3541059
PRESIDENTE ALVES;SP;69230;3541109
PRESIDENTE BERNARDES;MG;50610;3153103
PRESIDENTE BERNARDES;SP;69256;3541208
PRESIDENTE CASTELO BRANCO;PR;77879;4120408
PRESIDENTE CASTELO BRANCO;SC;82732;4213906
PRESIDENTE DUTRA;BA;38130;2925600
PRESIDENTE DUTRA;MA;8796;2109106
PRESIDENTE EPITÁCIO;SP;69272;3541307
PRESIDENTE FIGUEIREDO;AM;98418;1303536
PRESIDENTE GETÚLIO;SC;82759;4214003
PRESIDENTE JUSCELINO;MA;8818;2109205
PRESIDENTE JUSCELINO;MG;50636;3153202
PRESIDENTE JÂNIO QUADROS;BA;38156;2925709
PRESIDENTE KENNEDY;ES;56855;3204302
PRESIDENTE KENNEDY;TO;96296;1718402
PRESIDENTE KUBITSCHEK;MG;50652;3153301
PRESIDENTE LUCENA;RS;87505;4315149
PRESIDENTE MÉDICI;MA;8125;2109239
PRESIDENTE MÉDICI;RO;191;1100254
PRESIDENTE NEREU;SC;82775;4214102
PRESIDENTE OLEGÁRIO;MG;50679;3153400
PRESIDENTE PRUDENTE;SP;69299;3541406
PRESIDENTE SARNEY;MA;8141;2109270
PRESIDENTE TANCREDO NEVES;BA;38164;2925758
PRESIDENTE VARGAS;MA;8834;2109304
PRESIDENTE VENCESLAU;SP;69310;3541505
PRIMAVERA DE RONDÔNIA;RO;728;1101476
PRIMAVERA DO LESTE;MT;98892;5107040
PRIMAVERA;PA;5215;1506104
PRIMAVERA;PE;25275;2611408
PRIMEIRA CRUZ;MA;8850;2109403
PRIMEIRO DE MAIO;PR;77895;4120507
PRINCESA ISABEL;PB;21474;2512309
PRINCESA;SC;81647;4214151
PROFESSOR JAMIL;GO;93041;5218391
PROGRESSO;RS;84760;4315156
PROMISSÃO;SP;69337;3541604
PROPRIÁ;SE;32131;2805703
PROTÁSIO ALVES;RS;85405;4315172
PRUDENTE DE MORAIS;MG;50717;3153608
PRUDENTÓPOLIS;PR;77917;4120606
PUGMIL;TO;73571;1718451
PUREZA;RN;18074;2410405
PUTINGA;RS;88072;4315206
PUXINANÃ;PB;21490;2512408
PÃO DE AÇÚCAR;AL;28274;2706406
PÉ DE SERRA;BA;39810;2924058
PÉROLA D'OESTE;PR;77593;4119004
PÉROLA;PR;79693;4118907
QUADRA;SP;62162;3541653
QUARAÍ;RS;88099;4315305
QUARTEL GERAL;MG;50733;3153707
QUARTO CENTENÁRIO;PR;75582;4120655
QUATIGUÁ;PR;77933;4120705
QUATIPURU;PA;4685;1506112
QUATIS;RJ;58025;3304128
QUATRO BARRAS;PR;77950;4120804
QUATRO IRMÃOS;RS;89389;4315313
QUATRO PONTES;PR;74683;4120853
QUATÁ;SP;69353;3541703
QUEBRANGULO;AL;28517;2707602
QUEDAS DO IGUAÇU;PR;79553;4120903
QUEIMADA NOVA;PI;10421;2208650
QUEIMADAS;BA;38172;2925808
QUEIMADAS;PB;21512;2512507
QUEIMADOS;RJ;58122;3304144
QUEIROZ;SP;69370;3541802
QUELUZITO;MG;50750;3153806
QUELUZ;SP;69396;3541901
QUERÊNCIA DO NORTE;PR;77976;4121000
QUERÊNCIA;MT;90069;5107065
QUEVEDOS;RS;87521;4315321
QUILOMBO;SC;82791;4214201
QUINJINGUE;BA;38199;2925907
QUINTA DO SOL;PR;77992;4121109
QUINTANA;SP;69418;3542008
QUINZE DE NOVEMBRO;RS;84875;4315354
QUIPAPÁ;PE;25291;2611507
QUIRINÓPOLIS;GO;95630;5218508
QUISSAMÃ;RJ;58009;3304151
QUITANDINHA;PR;78018;4121208
QUITERIANÓPOLIS;CE;13102;2311264
QUIXABA;PB;21539;2512606
QUIXABA;PE;23000;2611533
QUIXABEIRA;BA;39845;2925931
QUIXADÁ;CE;15270;2311306
QUIXELÔ;CE;98531;2311355
QUIXERAMOBIM;CE;15296;2311405
QUIXERÉ;CE;15318;2311504
RAFAEL FERNANDES;RN;18090;2410504
RAFAEL GODEIRO;RN;18937;2410603
RAFAEL JAMBEIRO;BA;39853;2925956
RAFARD;SP;69434;3542107
RAMILÂNDIA;PR;74705;4121257
RANCHARIA;SP;69450;3542206
RANCHO ALEGRE D'OESTE;PR;74721;4121356
RANCHO ALEGRE;PR;78034;4121307
RANCHO QUEIMADO;SC;82813;4214300
RAPOSA;MA;8168;2109452
RAPOSOS;MG;50776;3153905
RAUL SOARES;MG;50792;3154002
REALEZA;PR;78050;4121406
REBOUÇAS;PR;78077;4121505
RECIFE;PE;25313;2611606
RECREIO;MG;50814;3154101
RECURSOLÂNDIA;TO;73229;1718501
REDENTORA;RS;88110;4315404
REDENÇÃO DA SERRA;SP;69477;3542305
REDENÇÃO DO GURGUÉIA;PI;11738;2208700
REDENÇÃO;CE;15334;2311603
REDENÇÃO;PA;5673;1506138
REDUTO;MG;41424;3154150
REGENERAÇÃO;PI;11754;2208809
REGENTE FEIJÓ;SP;69493;3542404
REGINÓPOLIS;SP;69515;3542503
REGISTRO;SP;69531;3542602
RELVADO;RS;85766;4315453
REMANSO;BA;38210;2926004
REMÍGIO;PB;21555;2512705
RENASCENÇA;PR;78093;4121604
RERIUTABA;CE;15350;2311702
RESENDE COSTA;MG;50830;3154200
RESENDE;RJ;58831;3304201
RESERVA DO CABAÇAL;MT;98914;5107156
RESERVA DO IGUAÇU;PR;75604;4121752
RESERVA;PR;78115;4121703
RESPLENDOR;MG;50857;3154309
RESSAQUINHA;MG;50873;3154408
RESTINGA SÊCA;RS;88137;4315503
RESTINGA;SP;69558;3542701
RETIROLÂNDIA;BA;38237;2926103
RIACHINHO;MG;40606;3154457
RIACHINHO;TO;73024;1718550
RIACHO DA CRUZ;RN;18112;2410702
RIACHO DAS ALMAS;PE;25330;2611705
RIACHO DE SANTANA;BA;38296;2926400
RIACHO DE SANTANA;RN;18139;2410801
RIACHO DE SANTO ANTÔNIO;PB;19828;2512788
RIACHO DOS CAVALOS;PB;21571;2512804
RIACHO DOS MACHADOS;MG;50890;3154507
RIACHO FRIO;PI;12300;2208858
RIACHUELO;RN;18155;2410900
RIACHUELO;SE;32174;2805901
RIACHÃO DAS NEVES;BA;38253;2926202
RIACHÃO DO BACAMARTE;PB;19127;2512754
RIACHÃO DO DANTAS;SE;32158;2805802
RIACHÃO DO JACUÍPE;BA;38270;2926301
RIACHÃO DO POÇO;PB;19003;2512762
RIACHÃO;MA;8877;2109502
RIACHÃO;PB;19208;2512747
RIALMA;GO;95656;5218607
RIANÁPOLIS;GO;95672;5218706
RIBAMAR FIQUENE;MA;8184;2109551
RIBAS DO RIO PARDO;MS;91413;5007109
RIBEIRA DO AMPARO;BA;38318;2926509
RIBEIRA DO PIAUÍ;PI;12602;2208874
RIBEIRA DO POMBAL;BA;38334;2926608
